TIME,TEMP,HUM,BATT,SDCARD,RSSI,LIGHT,NOISE_A,MPL_PRESS,AS7331_UVA,AS7331_UVB,AS7331_UVA
2025-01-22T04:08:29Z,9.55,96.13,87,1,null,0,36.91,100.92,0.00,0.00,0.00
2025-01-22T04:09:29Z,9.52,95.24,87,1,-90,0,35.72,100.92,0.00,0.00,0.00
2025-01-22T04:10:29Z,9.44,95.17,87,1,null,0,36.19,100.93,0.00,0.00,0.00
2025-01-22T04:11:29Z,9.39,95.39,87,1,null,0,37.76,100.93,0.00,0.00,0.00
2025-01-22T04:12:29Z,9.14,94.84,87,1,-88,0,42.74,100.93,0.00,0.00,0.00
2025-01-22T04:13:37Z,8.99,96.71,87,1,null,0,40.30,100.94,0.00,0.00,0.00
2025-01-22T04:14:37Z,8.96,96.96,87,1,null,0,34.21,100.94,0.00,0.00,0.00
2025-01-22T04:15:37Z,9.03,96.82,87,1,-88,0,40.10,100.93,0.00,0.00,0.00
2025-01-22T04:16:37Z,9.13,97.14,87,1,null,0,49.81,100.93,0.00,0.00,0.00
2025-01-22T04:17:37Z,9.20,96.95,87,1,null,0,42.94,100.93,0.00,0.00,0.00
2025-01-22T04:18:37Z,9.15,97.26,87,1,-86,0,37.33,100.94,0.00,0.00,0.00
2025-01-22T04:19:37Z,9.21,98.11,87,1,null,0,55.53,100.94,0.00,0.00,0.00
2025-01-22T04:20:37Z,9.28,98.02,87,1,null,0,40.97,100.94,0.00,0.00,0.00
2025-01-22T04:21:37Z,9.31,97.78,87,1,-86,0,40.95,100.94,0.00,0.00,0.00
2025-01-22T04:22:37Z,9.32,97.23,87,1,null,0,36.08,100.95,0.00,0.00,0.00
2025-01-22T04:23:37Z,9.34,96.76,87,1,null,0,33.85,100.95,0.00,0.00,0.00
2025-01-22T04:24:37Z,9.31,96.81,87,1,-86,0,40.33,100.96,0.00,0.00,0.00
2025-01-22T04:25:37Z,9.21,96.01,87,1,null,0,37.20,100.96,0.00,0.00,0.00
2025-01-22T04:26:37Z,9.20,95.56,87,1,null,0,45.07,100.95,0.00,0.00,0.00
2025-01-22T04:27:37Z,9.05,96.05,87,1,-86,0,36.30,100.96,0.00,0.00,0.00
2025-01-22T04:28:37Z,9.00,96.75,87,1,null,0,42.98,100.97,0.00,0.00,0.00
2025-01-22T04:29:44Z,8.90,97.18,87,1,null,0,37.78,100.96,0.00,0.00,0.00
2025-01-22T04:30:44Z,8.87,97.28,87,1,-86,0,36.81,100.96,0.00,0.00,0.00
2025-01-22T04:31:44Z,8.89,97.41,87,1,null,0,41.91,100.97,0.00,0.00,0.00
2025-01-22T04:32:44Z,8.86,98.78,87,1,null,0,41.64,100.98,0.00,0.00,0.00
2025-01-22T04:33:44Z,8.94,99.43,87,1,-86,0,38.36,100.97,0.00,0.00,0.00
2025-01-22T04:34:44Z,8.97,99.23,87,1,null,0,38.17,100.97,0.00,0.00,0.00
2025-01-22T04:35:44Z,9.01,99.15,87,1,null,0,40.22,100.96,0.00,0.00,0.00
2025-01-22T04:36:44Z,9.05,99.66,87,1,-86,0,44.89,100.96,0.00,0.00,0.00
2025-01-22T04:37:44Z,9.05,99.36,87,1,null,0,44.72,100.97,0.00,0.00,0.00
2025-01-22T04:38:44Z,9.05,99.38,87,1,null,0,44.24,100.97,0.00,0.00,0.00
2025-01-22T04:39:44Z,9.14,98.93,87,1,-86,0,45.05,100.97,0.00,0.00,0.00
2025-01-22T04:40:44Z,9.08,98.30,87,1,null,0,38.57,100.97,0.00,0.00,0.00
2025-01-22T04:41:44Z,9.08,98.57,87,1,null,0,38.70,100.97,0.00,0.00,0.00
2025-01-22T04:42:44Z,9.08,98.82,87,1,-89,0,40.75,100.97,0.00,0.00,0.00
2025-01-22T04:43:44Z,9.11,99.08,87,1,null,0,51.67,100.97,0.00,0.00,0.00
2025-01-22T04:44:44Z,9.03,97.96,87,1,null,0,43.48,100.97,0.00,0.00,0.00
2025-01-22T04:45:48Z,9.10,98.27,86,1,-89,0,44.90,100.98,0.00,0.00,0.00
2025-01-22T04:46:48Z,8.94,96.96,87,1,null,0,41.32,100.97,0.00,0.00,0.00
2025-01-22T04:47:48Z,8.83,98.27,87,1,null,0,41.90,100.99,0.00,0.00,0.00
2025-01-22T04:48:48Z,8.77,98.62,87,1,-89,0,45.14,100.99,0.00,0.00,0.00
2025-01-22T04:49:48Z,8.92,98.44,87,1,null,0,42.96,100.98,0.00,0.00,0.00
2025-01-22T04:50:48Z,9.01,98.85,87,1,null,0,36.26,100.98,0.00,0.00,0.00
2025-01-22T04:51:48Z,9.07,98.20,87,1,-86,0,38.64,100.98,0.00,0.00,0.00
2025-01-22T04:52:48Z,9.17,97.82,87,1,null,0,46.82,100.98,0.00,0.00,0.00
2025-01-22T04:53:48Z,9.20,96.98,87,1,null,0,49.14,100.97,0.00,0.00,0.00
2025-01-22T04:54:48Z,9.10,96.37,87,1,-86,0,42.38,100.97,0.00,0.00,0.00
2025-01-22T04:55:48Z,9.07,96.70,87,1,null,0,49.37,100.97,0.00,0.00,0.00
2025-01-22T04:56:48Z,9.04,97.49,87,1,null,0,44.61,100.98,0.00,0.00,0.00
2025-01-22T04:57:48Z,9.11,97.65,87,1,-86,0,44.16,100.97,0.00,0.00,0.00
2025-01-22T04:58:48Z,9.10,95.92,87,1,null,0,53.03,100.96,0.00,0.00,0.00
2025-01-22T04:59:48Z,9.07,95.38,87,1,null,0,43.95,100.96,0.00,0.00,0.00
2025-01-22T05:00:48Z,8.96,95.23,87,1,-87,0,53.05,100.96,0.00,0.00,0.00
2025-01-22T05:01:51Z,8.77,95.66,86,1,null,0,46.00,100.97,0.00,0.00,0.00
2025-01-22T05:02:51Z,8.79,96.50,87,1,null,0,45.74,100.97,0.00,0.00,0.00
2025-01-22T05:03:51Z,8.83,97.40,87,1,-87,0,46.89,100.97,0.00,0.00,0.00
2025-01-22T05:04:51Z,8.86,98.02,87,1,null,0,48.81,100.97,0.00,0.00,0.00
2025-01-22T05:05:51Z,8.89,97.95,87,1,null,0,41.57,100.96,0.00,0.00,0.00
2025-01-22T05:06:51Z,8.86,97.62,87,1,-87,0,48.98,100.97,0.00,0.00,0.00
2025-01-22T05:07:51Z,8.75,96.77,87,1,null,0,49.41,100.99,0.00,0.00,0.00
2025-01-22T05:08:51Z,8.72,97.41,87,1,null,0,45.01,100.98,0.00,0.00,0.00
2025-01-22T05:09:51Z,8.65,97.67,87,1,-87,0,46.23,100.98,0.00,0.00,0.00
2025-01-22T05:10:51Z,8.62,97.90,87,1,null,0,43.43,100.98,0.00,0.00,0.00
2025-01-22T05:11:51Z,8.66,97.91,87,1,null,0,44.38,100.99,0.00,0.00,0.00
2025-01-22T05:12:51Z,8.75,98.20,87,1,-87,0,48.95,100.98,0.00,0.00,0.00
2025-01-22T05:13:51Z,8.82,98.66,87,1,null,0,46.07,100.98,0.00,0.00,0.00
2025-01-22T05:14:51Z,8.89,98.21,87,1,null,0,43.77,100.97,0.00,0.00,0.00
2025-01-22T05:15:51Z,8.90,98.30,87,1,-87,0,48.89,100.96,0.00,0.00,0.00
2025-01-22T05:16:51Z,8.96,98.41,87,1,null,0,44.36,100.95,0.00,0.00,0.00
2025-01-22T05:17:54Z,8.97,98.53,86,1,null,0,45.17,100.94,0.00,0.00,0.00
2025-01-22T05:18:54Z,9.01,98.37,86,1,-86,0,41.35,100.93,0.00,0.00,0.00
2025-01-22T05:19:54Z,9.07,98.49,87,1,null,0,44.61,100.93,0.00,0.00,0.00
2025-01-22T05:20:54Z,9.05,97.16,87,1,null,0,43.39,100.93,0.00,0.00,0.00
2025-01-22T05:21:54Z,9.10,96.97,87,1,-89,0,51.22,100.92,0.00,0.00,0.00
2025-01-22T05:22:54Z,8.93,97.31,87,1,null,0,48.19,100.93,0.00,0.00,0.00
2025-01-22T05:23:54Z,8.77,98.14,87,1,null,0,39.31,100.93,0.00,0.00,0.00
2025-01-22T05:24:54Z,8.76,99.10,86,1,-83,0,44.74,100.94,0.00,0.00,0.00
2025-01-22T05:25:54Z,8.72,98.70,87,1,null,0,43.27,100.94,0.00,0.00,0.00
2025-01-22T05:26:54Z,8.69,98.68,87,1,null,0,44.88,100.94,0.00,0.00,0.00
2025-01-22T05:27:54Z,8.69,98.81,87,1,-89,0,48.31,100.94,0.00,0.00,0.00
2025-01-22T05:28:54Z,8.73,99.08,87,1,null,0,44.81,100.94,0.00,0.00,0.00
2025-01-22T05:29:54Z,8.69,99.23,86,1,null,0,42.94,100.94,0.00,0.00,0.00
2025-01-22T05:30:54Z,8.71,99.66,86,1,-87,0,44.03,100.94,0.00,0.00,0.00
2025-01-22T05:31:54Z,8.82,100.07,86,1,null,0,43.22,100.94,0.00,0.00,0.00
2025-01-22T05:32:54Z,8.99,99.93,86,1,null,0,41.04,100.93,0.00,0.00,0.00
2025-01-22T05:33:57Z,9.04,99.59,86,1,-87,0,42.82,100.93,0.00,0.00,0.00
2025-01-22T05:34:57Z,9.11,99.18,86,1,null,0,50.46,100.93,0.00,0.00,0.00
2025-01-22T05:35:57Z,9.18,98.58,86,1,null,0,45.03,100.93,0.00,0.00,0.00
2025-01-22T05:36:57Z,9.24,98.12,86,1,-87,0,46.55,100.93,0.00,0.00,0.00
2025-01-22T05:37:57Z,9.30,97.42,86,1,null,0,48.38,100.93,0.00,0.00,0.00
2025-01-22T05:38:57Z,9.31,97.12,86,1,null,0,44.93,100.93,0.00,0.00,0.00
2025-01-22T05:39:57Z,9.20,96.91,87,1,-86,0,50.85,100.93,0.00,0.00,0.00
2025-01-22T05:40:57Z,9.11,96.32,86,1,null,0,42.01,100.93,0.00,0.00,0.00
2025-01-22T05:41:57Z,9.08,96.65,86,1,null,0,41.29,100.93,0.00,0.00,0.00
2025-01-22T05:42:57Z,9.08,96.93,86,1,-89,0,42.53,100.92,0.00,0.00,0.00
2025-01-22T05:43:57Z,9.14,97.12,86,1,null,0,44.14,100.92,0.00,0.00,0.00
2025-01-22T05:44:57Z,9.15,98.41,86,1,null,0,46.46,100.93,0.00,0.00,0.00
2025-01-22T05:45:57Z,9.24,98.24,86,1,-91,0,45.93,100.92,0.00,0.00,0.00
2025-01-22T05:46:57Z,9.27,98.56,86,1,null,0,45.23,100.92,0.00,0.00,0.00
2025-01-22T05:47:57Z,9.27,98.37,86,1,null,0,43.88,100.92,0.00,0.00,0.00
2025-01-22T05:48:57Z,9.30,98.36,86,1,-87,0,44.55,100.93,0.00,0.00,0.00
2025-01-22T05:50:00Z,9.34,97.85,86,1,null,0,50.83,100.93,0.00,0.00,0.00
2025-01-22T05:51:00Z,9.32,97.99,86,1,null,0,42.49,100.94,0.00,0.00,0.00
2025-01-22T05:52:00Z,9.38,97.40,86,1,-88,0,50.52,100.94,0.00,0.00,0.00
2025-01-22T05:53:00Z,9.32,97.49,86,1,null,0,40.88,100.94,0.00,0.00,0.00
2025-01-22T05:54:00Z,9.30,97.19,86,1,null,0,46.75,100.94,0.00,0.00,0.00
2025-01-22T05:55:00Z,9.27,97.14,86,1,-89,0,49.79,100.94,0.00,0.00,0.00
2025-01-22T05:56:00Z,9.27,97.31,86,1,null,0,52.56,100.94,0.00,0.00,0.00
2025-01-22T05:57:00Z,9.21,98.00,86,1,null,0,41.24,100.94,0.00,0.00,0.00
2025-01-22T05:58:00Z,9.30,98.31,86,1,-82,0,48.74,100.95,0.00,0.00,0.00
2025-01-22T05:59:00Z,9.24,98.14,86,1,null,0,49.07,100.96,0.00,0.00,0.00
2025-01-22T06:00:00Z,9.18,98.16,86,1,null,0,48.26,100.97,0.00,0.00,0.00
2025-01-22T06:01:00Z,9.14,99.12,86,1,-82,0,49.82,100.97,0.00,0.00,0.00
2025-01-22T06:02:00Z,9.18,99.55,86,1,null,0,49.99,100.97,0.00,0.00,0.00
2025-01-22T06:03:00Z,9.24,99.70,86,1,null,0,43.24,100.97,0.00,0.00,0.00
2025-01-22T06:04:00Z,9.34,99.67,86,1,-82,0,41.05,100.97,0.00,0.00,0.00
2025-01-22T06:05:00Z,9.41,99.17,86,1,null,0,42.05,100.97,0.00,0.00,0.00
2025-01-22T06:06:07Z,9.47,98.66,85,1,null,0,42.67,100.97,0.00,0.00,0.00
2025-01-22T06:07:07Z,9.54,98.00,86,1,-93,0,45.99,100.96,0.00,0.00,0.00
2025-01-22T06:08:07Z,9.56,98.07,86,1,null,0,40.18,100.95,0.00,0.00,0.00
2025-01-22T06:09:07Z,9.55,97.89,86,1,null,0,40.44,100.94,0.00,0.00,0.00
2025-01-22T06:10:07Z,9.56,97.96,86,1,-90,0,41.86,100.94,0.00,0.00,0.00
2025-01-22T06:11:07Z,9.55,97.84,86,1,null,0,45.01,100.94,0.00,0.00,0.00
2025-01-22T06:12:07Z,9.49,97.56,86,1,null,0,45.66,100.94,0.00,0.00,0.00
2025-01-22T06:13:07Z,9.44,96.71,86,1,-87,0,47.18,100.95,0.00,0.00,0.00
2025-01-22T06:14:07Z,9.38,96.09,86,1,null,0,51.30,100.95,0.00,0.00,0.00
2025-01-22T06:15:07Z,9.31,96.93,86,1,null,0,42.76,100.94,0.00,0.00,0.00
2025-01-22T06:16:07Z,9.27,97.34,86,1,-89,0,50.89,100.95,0.00,0.00,0.00
2025-01-22T06:17:07Z,9.27,97.16,86,1,null,0,39.33,100.94,0.00,0.00,0.00
2025-01-22T06:18:07Z,9.34,98.24,86,1,null,0,46.68,100.95,0.00,0.00,0.00
2025-01-22T06:19:07Z,9.52,98.14,86,1,-89,0,52.67,100.94,0.00,0.00,0.00
2025-01-22T06:20:07Z,9.56,98.01,86,1,null,0,50.66,100.94,0.00,0.00,0.00
2025-01-22T06:21:07Z,9.55,98.26,86,1,null,0,42.58,100.93,0.00,0.00,0.00
2025-01-22T06:22:13Z,9.58,98.29,85,1,-89,0,48.74,100.93,0.00,0.00,0.00
2025-01-22T06:23:13Z,9.62,98.10,86,1,null,0,43.95,100.93,0.00,0.00,0.00
2025-01-22T06:24:13Z,9.62,98.20,86,1,null,0,49.80,100.93,0.00,0.00,0.00
2025-01-22T06:25:13Z,9.67,97.85,86,1,-89,0,49.47,100.93,0.00,0.00,0.00
2025-01-22T06:26:13Z,9.67,98.27,86,1,null,0,44.71,100.93,0.00,0.00,0.00
2025-01-22T06:27:13Z,9.69,97.95,86,1,null,0,54.14,100.94,0.00,0.00,0.00
2025-01-22T06:28:13Z,9.70,98.16,86,1,-87,0,48.14,100.94,0.00,0.00,0.00
2025-01-22T06:29:13Z,9.69,97.68,86,1,null,0,47.43,100.94,0.00,0.00,0.00
2025-01-22T06:30:13Z,9.67,97.81,86,1,null,0,54.44,100.93,0.00,0.00,0.00
2025-01-22T06:31:13Z,9.67,97.74,86,1,-87,0,47.73,100.94,0.00,0.00,0.00
2025-01-22T06:32:13Z,9.72,97.41,86,1,null,0,51.31,100.94,0.00,0.00,0.00
2025-01-22T06:33:13Z,9.70,97.08,86,1,null,0,43.34,100.95,0.00,0.00,0.00
2025-01-22T06:34:13Z,9.58,97.56,86,1,-87,0,48.88,100.94,0.00,0.00,0.00
2025-01-22T06:35:13Z,9.55,98.23,85,1,null,0,47.29,100.94,0.00,0.00,0.00
2025-01-22T06:36:13Z,9.62,97.99,86,1,null,0,52.36,100.94,0.08,0.00,0.00
2025-01-22T06:37:13Z,9.62,97.84,86,1,-87,0,44.63,100.95,0.08,0.00,0.00
2025-01-22T06:38:13Z,9.63,97.70,86,1,null,0,47.94,100.95,0.08,0.00,0.00
2025-01-22T06:39:13Z,9.67,97.96,86,1,null,0,53.71,100.96,0.08,0.00,0.00
2025-01-22T06:40:13Z,9.62,98.11,86,1,-87,0,44.59,100.95,0.08,0.00,0.00
2025-01-22T06:41:13Z,9.58,98.03,86,1,null,0,46.38,100.95,0.08,0.00,0.00
2025-01-22T06:42:13Z,9.54,98.12,86,1,null,0,51.66,100.95,0.08,0.00,0.00
2025-01-22T06:43:13Z,9.47,98.30,86,1,-87,0,53.48,100.97,0.08,0.00,0.00
2025-01-22T06:44:13Z,9.44,98.91,86,1,null,0,46.17,100.98,0.08,0.00,0.00
2025-01-22T06:45:13Z,9.42,99.41,86,1,null,0,49.15,100.98,0.08,0.00,0.00
2025-01-22T06:46:13Z,9.38,99.64,86,1,-89,0,48.68,100.98,0.08,0.00,0.00
2025-01-22T06:47:13Z,9.32,99.73,86,1,null,0,46.16,100.98,0.08,0.00,0.00
2025-01-22T06:48:13Z,9.35,99.57,86,1,null,0,47.70,100.97,0.08,0.00,0.00
2025-01-22T06:49:13Z,9.30,99.56,86,1,-87,0,54.55,100.97,0.08,0.00,0.00
2025-01-22T06:50:13Z,9.24,99.59,86,1,null,0,54.08,100.97,0.08,0.00,0.00
2025-01-22T06:51:16Z,9.20,100.10,85,1,null,0,53.58,100.98,0.15,0.00,0.00
2025-01-22T06:52:16Z,9.24,100.07,86,1,-88,0,49.02,100.98,0.15,0.00,0.00
2025-01-22T06:53:16Z,9.27,99.94,86,1,null,0,49.59,100.98,0.15,0.00,0.00
2025-01-22T06:54:16Z,9.30,99.83,86,1,null,2,50.80,100.98,0.23,0.00,0.00
2025-01-22T06:55:16Z,9.30,100.00,86,1,-88,3,49.49,100.97,0.23,0.00,0.00
2025-01-22T06:56:16Z,9.32,100.19,86,1,null,5,55.99,100.97,0.30,0.00,0.00
2025-01-22T06:57:16Z,9.34,100.15,86,1,null,4,52.21,100.96,0.30,0.00,0.00
2025-01-22T06:58:16Z,9.38,100.31,86,1,-89,5,48.24,100.96,0.38,0.00,0.05
2025-01-22T06:59:16Z,9.37,99.99,86,1,null,7,49.10,100.96,0.46,0.00,0.05
2025-01-22T07:00:16Z,9.38,100.19,85,1,null,8,49.20,100.95,0.53,0.10,0.05
2025-01-22T07:01:16Z,9.42,100.13,86,1,-88,10,47.36,100.95,0.61,0.10,0.05
2025-01-22T07:02:16Z,9.41,100.17,86,1,null,11,49.14,100.94,0.76,0.10,0.05
2025-01-22T07:03:16Z,9.44,100.22,86,1,null,13,56.38,100.94,0.84,0.10,0.05
2025-01-22T07:04:16Z,9.48,100.10,85,1,-86,15,53.72,100.94,0.99,0.10,0.05
2025-01-22T07:05:16Z,9.49,99.97,86,1,null,17,50.16,100.94,1.07,0.10,0.05
2025-01-22T07:06:16Z,9.48,99.90,86,1,null,19,47.83,100.94,1.22,0.10,0.05
2025-01-22T07:07:16Z,9.54,99.91,85,1,-86,23,51.96,100.94,1.37,0.10,0.05
2025-01-22T07:08:16Z,9.55,99.78,85,1,null,26,46.93,100.94,1.60,0.10,0.05
2025-01-22T07:09:16Z,9.58,99.57,86,1,null,31,47.17,100.94,1.83,0.10,0.05
2025-01-22T07:10:16Z,9.65,99.60,86,1,-91,36,50.07,100.94,2.06,0.10,0.05
2025-01-22T07:11:16Z,9.73,99.40,85,1,null,41,55.29,100.94,2.36,0.10,0.05
2025-01-22T07:12:16Z,9.77,99.21,85,1,null,47,47.26,100.94,2.74,0.10,0.05
2025-01-22T07:13:16Z,9.79,99.00,85,1,-88,54,49.07,100.94,3.12,0.10,0.05
2025-01-22T07:14:36Z,9.85,98.79,85,1,null,69,48.93,100.94,3.58,0.10,0.05
2025-01-22T07:15:36Z,9.89,98.62,85,1,null,86,46.82,100.95,3.96,0.10,0.05
2025-01-22T07:16:36Z,9.85,98.59,85,1,-88,103,52.21,100.95,4.42,0.10,0.05
2025-01-22T07:17:36Z,9.86,98.60,85,1,null,119,45.03,100.95,4.95,0.10,0.05
2025-01-22T07:18:36Z,9.89,98.46,85,1,null,130,56.47,100.95,5.64,0.10,0.05
2025-01-22T07:19:36Z,9.90,98.34,85,1,-90,138,48.89,100.95,6.17,0.10,0.05
2025-01-22T07:20:36Z,9.87,98.33,85,1,null,150,45.54,100.95,6.63,0.10,0.10
2025-01-22T07:21:36Z,9.90,98.19,85,1,null,163,46.52,100.95,6.93,0.10,0.10
2025-01-22T07:22:36Z,9.93,98.22,85,1,-89,182,52.04,100.95,7.16,0.10,0.10
2025-01-22T07:23:36Z,9.96,98.20,85,1,null,207,54.52,100.95,7.39,0.10,0.10
2025-01-22T07:24:39Z,9.99,97.96,85,1,null,236,49.17,100.95,7.85,0.10,0.10
2025-01-22T07:25:39Z,10.00,98.03,85,1,-86,258,48.91,100.95,7.92,0.20,0.10
2025-01-22T07:26:39Z,10.04,97.88,85,1,null,272,44.82,100.95,7.92,0.20,0.10
2025-01-22T07:27:39Z,10.01,97.95,85,1,null,273,43.59,100.95,7.77,0.20,0.10
2025-01-22T07:28:39Z,10.03,97.79,85,1,-85,266,53.71,100.95,7.62,0.20,0.10
2025-01-22T07:29:39Z,10.06,97.96,85,1,null,278,56.67,100.95,8.07,0.20,0.10
2025-01-22T07:30:39Z,10.06,97.92,85,1,null,329,55.26,100.96,9.83,0.20,0.14
2025-01-22T07:31:39Z,10.03,97.53,85,1,-87,382,48.58,100.96,11.50,0.20,0.14
2025-01-22T07:32:39Z,10.04,97.74,85,1,null,430,53.33,100.95,12.57,0.20,0.14
2025-01-22T07:33:39Z,10.07,97.76,85,1,null,472,51.77,100.96,13.18,0.20,0.14
2025-01-22T07:34:39Z,10.10,97.97,85,1,-87,510,52.59,100.96,13.48,0.20,0.19
2025-01-22T07:35:39Z,10.04,97.34,85,1,null,537,52.71,100.95,13.94,0.20,0.19
2025-01-22T07:36:39Z,10.01,97.33,85,1,null,544,52.22,100.96,14.78,0.20,0.19
2025-01-22T07:37:39Z,10.00,97.41,85,1,-86,563,44.60,100.96,16.45,0.30,0.19
2025-01-22T07:38:39Z,9.89,97.35,85,1,null,590,54.21,100.96,18.05,0.30,0.19
2025-01-22T07:39:39Z,9.72,97.73,85,1,null,617,49.03,100.96,18.51,0.30,0.19
2025-01-22T07:40:43Z,9.63,97.96,85,1,-84,638,47.39,100.95,19.73,0.30,0.19
2025-01-22T07:41:43Z,9.58,98.10,85,1,null,662,50.67,100.96,20.95,0.30,0.24
2025-01-22T07:42:43Z,9.52,97.83,85,1,null,663,46.66,100.95,22.17,0.30,0.24
2025-01-22T07:43:43Z,9.48,98.05,85,1,-84,683,50.54,100.96,23.31,0.30,0.24
2025-01-22T07:44:43Z,9.54,97.68,85,1,null,683,45.79,100.96,24.60,0.30,0.24
2025-01-22T07:45:43Z,9.60,97.43,85,1,null,692,49.79,100.95,26.28,0.30,0.24
2025-01-22T07:46:43Z,9.55,97.28,85,1,-87,695,48.45,100.95,27.96,0.30,0.24
2025-01-22T07:47:43Z,9.60,97.10,85,1,null,709,49.58,100.95,29.25,0.30,0.24
2025-01-22T07:48:43Z,9.62,97.01,85,1,null,747,51.69,100.95,30.47,0.40,0.24
2025-01-22T07:49:43Z,9.62,96.94,85,1,-90,771,54.89,100.94,31.46,0.40,0.24
2025-01-22T07:50:43Z,9.60,97.02,85,1,null,798,49.89,100.95,33.06,0.40,0.29
2025-01-22T07:51:43Z,9.63,97.11,85,1,null,819,51.33,100.94,34.81,0.40,0.29
2025-01-22T07:52:43Z,9.59,97.05,85,1,-91,826,49.58,100.94,36.33,0.40,0.29
2025-01-22T07:53:50Z,9.62,97.25,85,1,null,804,47.86,100.95,37.32,0.40,0.29
2025-01-22T07:54:50Z,9.70,97.19,85,1,null,831,52.51,100.94,38.54,0.40,0.29
2025-01-22T07:55:50Z,9.62,97.24,85,1,-92,853,64.69,100.94,39.91,0.40,0.29
2025-01-22T07:56:50Z,9.58,97.35,85,1,null,879,51.56,100.95,41.44,0.40,0.29
2025-01-22T07:57:50Z,9.59,97.42,85,1,null,841,52.84,100.95,42.05,0.40,0.29
2025-01-22T07:58:50Z,9.56,97.45,85,1,-87,832,51.12,100.96,42.96,0.40,0.29
2025-01-22T07:59:50Z,9.58,97.62,85,1,null,827,52.34,100.95,43.95,0.40,0.29
2025-01-22T08:00:50Z,9.56,97.60,85,1,null,861,51.59,100.96,45.09,0.50,0.29
2025-01-22T08:01:50Z,9.60,97.65,85,1,-88,878,54.46,100.96,46.47,0.50,0.29
2025-01-22T08:02:50Z,9.59,97.56,85,1,null,867,53.53,100.96,47.46,0.50,0.29
2025-01-22T08:03:50Z,9.63,97.59,85,1,null,869,49.36,100.96,48.60,0.50,0.29
2025-01-22T08:04:50Z,9.65,97.57,85,1,-86,897,51.80,100.95,50.20,0.50,0.29
2025-01-22T08:05:50Z,9.59,97.65,85,1,null,957,52.13,100.95,52.25,0.50,0.33
2025-01-22T08:06:50Z,9.56,98.04,85,1,null,1030,47.33,100.94,54.84,0.50,0.33
2025-01-22T08:07:50Z,9.59,98.05,85,1,-88,1141,53.78,100.93,57.97,0.60,0.38
2025-01-22T08:08:50Z,9.63,97.95,85,1,null,1237,51.65,100.93,60.94,0.60,0.38
2025-01-22T08:09:53Z,9.63,98.03,85,1,null,1286,55.06,100.93,63.45,0.60,0.43
2025-01-22T08:10:53Z,9.67,98.13,85,1,-89,1328,52.01,100.94,65.13,0.60,0.43
2025-01-22T08:11:53Z,9.69,97.82,85,1,null,1350,54.29,100.94,66.12,0.60,0.43
2025-01-22T08:12:53Z,9.65,97.98,85,1,null,1323,51.38,100.94,66.50,0.60,0.43
2025-01-22T08:13:53Z,9.59,98.35,85,1,-89,1320,54.06,100.93,67.34,0.70,0.43
2025-01-22T08:14:53Z,9.63,98.41,85,1,null,1272,46.37,100.94,67.41,0.60,0.43
2025-01-22T08:15:53Z,9.69,98.38,85,1,null,1226,57.14,100.94,67.41,0.60,0.38
2025-01-22T08:16:53Z,9.77,98.21,85,1,-91,1189,51.58,100.95,67.49,0.60,0.38
2025-01-22T08:17:53Z,9.79,98.01,85,1,null,1152,53.18,100.95,67.57,0.60,0.38
